Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Extracted_Features
IE,522,55481,Statistical Methods in Finance,5,21,13,6,8,7,0,4,0,0,0,0,0,0,3.47,4
IE,523,55482,Financial Computing,4,11,28,16,4,2,0,0,0,0,0,0,0,0,3.59,4
IE,524,60072,Optimization in Finance,2,13,12,9,5,1,0,0,0,0,0,0,0,0,3.61,4
IE,529,66823,Stats of Big Data & Clustering,4,21,8,1,2,0,0,0,0,0,0,0,0,0,3.85,4
IE,598,66415,Neural Ntwks and Deep Learning,10,21,8,4,6,0,0,0,0,0,0,0,0,0,3.77,4
IHLT,101,59858,Introduction to i-Health,0,66,0,0,15,0,0,4,0,0,0,0,4,1,3.56,4
IHLT,102,59859,Survey of Interdisc Health,27,48,10,4,0,0,0,1,1,0,0,0,1,0,3.84,4
IHLT,375,62943,Interdis Collab in Health Serv,9,10,4,1,0,0,0,0,0,0,0,0,0,0,3.92,4
IHLT,474,62235,Pre-Field Experience in Health,0,30,0,0,3,0,0,1,0,0,0,0,0,0,3.85,4
IHLT,475,61502,Field Experience in i-Health,0,19,0,0,1,0,0,0,0,0,0,0,1,0,3.76,4
INFO,202,53921,Social Aspects Info Tech,1,6,15,16,23,15,5,9,10,4,2,2,7,0,2.61,3
INFO,490,65222,Foundations of Data Science,31,75,10,14,19,0,3,5,1,2,3,0,2,0,3.57,4
ITAL,103,31853,Intermediate Italian I,1,6,6,1,5,1,0,1,0,0,1,0,0,0,3.36,4
ITAL,240,53944,Italy Middle Ages & Renaiss,1,12,4,8,1,1,0,0,0,2,0,0,0,0,3.51,4
JAPN,201,31767,Elementary Japanese I,1,2,4,2,5,0,1,1,1,0,2,0,2,0,2.68,3
JAPN,201,31763,Elementary Japanese I,4,7,3,1,1,1,0,0,1,0,1,1,1,0,3.21,4
JOUR,199,66771,Sports Journalism Today,5,10,3,2,2,1,2,0,0,0,0,0,0,0,3.64,4
JOUR,200,55737,Introduction to Journalism,2,6,10,9,9,9,3,2,1,2,0,0,2,0,3,4
JOUR,200,35316,Introduction to Journalism,11,30,37,28,21,19,7,3,4,2,1,1,6,0,3.18,4
JOUR,205,62988,History of American Journalism,1,6,3,3,6,2,1,7,2,1,0,0,2,1,2.75,4
JOUR,311,62989,Media Law,3,23,9,8,4,1,3,3,0,0,1,0,0,1,3.5,4
JOUR,360,64428,The Media and You,0,17,1,0,9,1,0,0,0,0,0,0,0,1,3.62,4
KIN,100,35098,Weight Training I,5,5,4,5,3,2,0,1,1,0,0,0,0,0,3.44,4
KIN,100,35103,Weight Training I,0,22,0,0,3,0,0,1,0,0,1,0,0,0,3.7,4
KIN,101,31819,Aerobics I,0,24,1,1,0,0,0,0,0,0,0,0,0,0,3.96,4
KIN,101,31823,Aerobics I,0,19,0,0,4,0,0,1,0,0,0,0,0,0,3.75,4
KIN,102,35039,Bowling,10,20,0,0,1,0,0,1,0,0,0,0,0,0,3.91,4
KIN,102,35065,Bowling,0,29,0,0,0,2,0,0,0,0,0,0,0,0,3.91,4
KIN,103,67291,Badminton,0,25,1,0,0,1,1,0,0,0,0,0,1,0,3.75,4
KIN,104,33212,Ice Skating,0,27,0,0,5,0,0,0,0,0,1,0,0,0,3.76,4
KIN,104,33340,Ice Skating,0,41,0,0,4,0,0,3,0,0,0,0,0,0,3.79,4
KIN,104,33291,Ice Skating,0,34,0,0,8,0,0,3,0,0,2,0,0,0,3.57,4
KIN,104,51809,Ice Skating,0,37,0,0,13,0,0,1,0,0,0,0,0,2,3.71,4
KIN,104,58989,Ice Skating,0,37,0,0,8,0,0,6,0,0,2,0,0,0,3.51,4
KIN,104,33299,Ice Skating,0,39,0,0,2,0,0,2,0,0,1,0,0,0,3.8,4
KIN,104,33312,Ice Skating,0,46,0,0,3,0,0,1,0,0,0,0,0,0,3.9,4
KIN,104,33314,Ice Skating,0,45,0,0,4,0,0,2,0,0,0,0,0,0,3.84,4
KIN,104,33315,Ice Skating,0,34,0,0,3,0,0,1,0,0,0,0,1,0,3.77,4
KIN,104,33334,Ice Skating,0,47,0,0,1,0,0,1,0,0,0,0,0,0,3.94,4
KIN,104,58990,Ice Skating,0,40,0,0,0,0,0,1,0,0,0,0,0,0,3.95,4
KIN,104,33336,Ice Skating,0,46,0,0,3,0,0,4,0,0,1,0,0,1,3.74,4
KIN,104,33339,Ice Skating,0,43,0,0,2,0,0,5,0,0,0,0,0,1,3.76,4
KIN,109,31838,Volleyball,16,9,0,0,1,0,0,0,0,0,1,0,0,0,3.85,4
KIN,109,31841,Basketball,0,22,0,0,3,0,0,2,0,0,0,0,0,0,3.74,4
KIN,109,31844,Basketball,0,27,0,0,0,0,0,2,0,0,0,0,0,0,3.86,4
KIN,111,30485,Prescribed Exercise,0,23,0,0,1,0,0,0,0,0,0,0,0,0,3.96,4
KIN,120,31863,Injuries in Sport,13,7,2,3,1,0,2,1,1,0,0,1,0,0,3.53,4
KIN,122,30488,Physical Activity and Health,37,51,22,18,12,9,9,1,0,1,1,0,3,0,3.52,4
KIN,122,57761,Physical Activity and Health,4,25,0,20,21,0,2,13,0,2,3,0,2,0,3.06,4
KIN,122,59762,Physical Activity and Health,343,90,125,52,33,12,6,6,3,1,0,0,22,2,3.65,4
KIN,125,30490,Orientation KIN & Comm Health,0,99,0,0,5,0,0,2,0,0,0,0,0,0,3.92,4
KIN,130,56235,Analysis of Basic Movement,0,6,5,6,4,2,0,0,0,0,0,0,0,0,3.46,4
KIN,130,61636,Analysis of Basic Movement,14,22,9,7,0,0,0,0,0,0,0,0,1,0,3.78,4
KIN,140,31892,Social Sci of Human Movement,0,5,16,22,22,24,16,6,12,1,1,0,3,0,2.76,4
KIN,142,30503,Contemporary Issues in Sport,0,25,17,9,8,3,0,1,2,0,1,0,0,0,3.5,4
KIN,150,31979,Bioscience of Human Movement,0,59,0,0,49,0,0,14,0,0,3,0,3,1,3.23,4
KIN,160,66705,Introduction to Kinesiology,9,10,2,0,3,1,0,1,1,0,1,0,0,0,3.56,4
KIN,247,30512,Intro to Sport Psychology,0,27,0,0,7,0,0,0,0,0,0,0,0,0,3.79,4
KIN,247,59390,Intro to Sport Psychology,1,427,26,13,39,9,7,16,4,1,4,5,28,2,3.54,4
KIN,249,35148,Sport & Modern Society,0,37,0,0,6,0,0,3,0,0,0,0,1,0,3.66,4
KIN,249,64837,Sport & Modern Society,104,191,95,72,73,38,30,26,8,10,7,8,22,4,3.29,4
KIN,340,59595,Soc & Psych of Phys Activity,0,21,21,15,14,17,8,2,2,1,0,1,2,0,3.14,4
KIN,352,32026,Bioenergetics of Movement,0,19,0,0,41,0,0,13,0,0,1,0,3,0,2.94,4
KIN,355,31928,Biomechanics of Human Movement,2,19,19,23,23,8,5,6,1,1,0,2,3,0,3.11,4
KIN,369,61098,Coaching Strategies,12,17,10,7,4,7,0,1,0,0,0,0,0,0,3.6,4
KIN,401,30521,Measure & Eval in Kinesiology,0,18,5,4,4,0,0,0,0,0,0,0,0,0,3.73,4
KIN,448,45407,Exercise & Health Psychology,0,27,0,0,37,0,0,7,0,0,0,0,2,0,3.2,4
KIN,451,61844,Skeletal Muscle Physiology,1,13,4,6,4,2,1,1,0,0,0,0,0,0,3.53,4
KIN,460,40677,Technology & Pedagogical KINES,1,17,1,0,2,0,0,0,0,0,0,0,0,0,3.89,4
KIN,494,65605,Special Topics,0,17,0,0,6,0,0,0,0,0,0,0,1,0,3.55,4
KOR,201,30541,Elementary Korean I,9,6,3,2,1,0,0,0,0,0,0,0,0,0,3.84,4
LA,101,30742,Introduction to Landscape Arch,16,12,5,5,3,2,3,2,1,0,3,1,2,0,3.23,4
LA,280,30753,Design Communications I,1,5,0,3,7,3,2,0,0,1,0,0,0,0,3.14,4
LA,370,56709,Environmental Sustainability,1,2,8,7,13,3,0,1,0,1,0,0,1,0,3.11,4
LA,452,30768,Natural Precedent in Planting,0,12,4,1,1,3,0,1,0,0,1,0,0,0,3.48,4
LA,470,30769,Social/Cultural Design Issues,0,2,7,10,3,1,1,0,1,0,0,0,0,0,3.31,4
LA,501,30771,Landscape Arch Theory & Prac,2,7,6,8,4,2,0,0,0,0,0,0,1,0,3.4,4
LAS,101,44096,Freshman Seminar,7,10,2,0,3,0,1,0,0,1,0,0,0,0,3.67,4
LAS,101,44101,Freshman Seminar,6,6,3,0,1,3,0,0,0,0,1,0,1,0,3.38,4
LAS,101,44077,Freshman Seminar,12,4,6,0,1,0,0,1,0,0,0,0,0,0,3.79,4
LAS,101,44123,Freshman Seminar,12,5,5,0,1,0,1,0,0,0,0,0,0,0,3.82,4
LAS,101,44124,Freshman Seminar,3,7,6,0,4,1,0,1,0,0,0,0,0,0,3.58,4
LAS,101,44131,Freshman Seminar,5,9,4,0,1,1,0,1,0,0,0,0,1,0,3.56,4
LAS,101,44098,Freshman Seminar,11,9,2,0,1,1,0,0,0,0,0,0,0,0,3.88,4
LAS,101,56603,Freshman Seminar,7,9,2,3,3,0,0,0,0,0,0,0,0,0,3.76,4
LAS,101,44120,Freshman Seminar,14,6,2,2,0,0,0,0,0,1,0,0,0,0,3.81,4
LAS,101,44079,Freshman Seminar,9,8,2,1,1,1,1,1,0,0,0,0,0,0,3.69,4
LAS,101,45395,Freshman Seminar,7,8,2,1,3,1,1,0,1,0,0,0,1,0,3.45,4
LAS,101,44082,Freshman Seminar,4,11,0,1,4,2,0,0,0,0,2,0,0,0,3.44,4
LAS,101,45396,Freshman Seminar,6,9,6,0,1,1,0,1,0,0,0,0,0,0,3.74,4
LAS,101,44085,Freshman Seminar,5,8,2,3,4,0,0,1,1,0,0,0,0,0,3.54,4
LAS,101,54257,Freshman Seminar,6,12,1,2,0,0,0,0,0,1,0,0,0,2,3.8,4
LAS,101,54258,Freshman Seminar,10,9,2,1,1,0,0,0,0,0,0,0,1,0,3.74,4
LAS,101,44125,Freshman Seminar,11,9,0,1,0,1,0,1,0,0,0,0,1,0,3.67,4
LAS,101,45397,Freshman Seminar,1,13,2,0,4,0,1,0,1,1,0,0,1,0,3.36,4
LAS,101,44115,Freshman Seminar,8,7,2,3,1,0,0,1,0,0,0,1,0,0,3.61,4
LAS,101,52003,Freshman Seminar,7,9,0,2,4,1,0,0,0,0,1,0,1,0,3.45,4
LAS,101,52004,Freshman Seminar,7,5,7,0,3,0,0,0,0,0,1,0,0,0,3.64,4
LAS,101,44065,Freshman Seminar,8,2,5,3,4,0,1,0,0,0,0,0,1,0,3.44,4
LAS,101,44078,Freshman Seminar,9,5,2,2,2,1,1,1,0,0,0,0,0,0,3.61,4
LAS,101,56600,Freshman Seminar,10,7,1,1,2,1,0,1,0,0,0,0,1,0,3.57,4
LAS,101,56601,Freshman Seminar,6,5,2,1,5,0,0,1,2,0,0,1,0,0,3.29,4
LAS,101,56602,Freshman Seminar,9,7,1,1,0,1,0,1,0,0,2,0,0,1,3.53,4
LAS,101,56604,Freshman Seminar,11,9,2,0,1,0,0,1,0,0,0,0,0,0,3.85,4
LAS,101,44121,Freshman Seminar,7,9,0,2,1,0,2,1,0,0,1,0,0,1,3.54,4
LAS,101,44080,Freshman Seminar,6,5,5,3,2,2,0,0,0,0,1,0,0,0,3.53,4
LAS,101,44081,Freshman Seminar,8,8,3,0,3,1,0,1,0,0,0,0,0,0,3.7,4
LAS,101,44119,Freshman Seminar,11,4,3,1,0,2,0,1,1,0,1,0,0,0,3.51,4
LAS,101,44074,Freshman Seminar,7,7,2,0,3,0,1,4,0,0,0,0,0,0,3.44,4
LAS,101,44067,Freshman Seminar,6,9,2,1,4,0,0,0,0,0,0,0,2,0,3.44,4
LAS,101,44107,Freshman Seminar,9,10,2,0,0,0,2,0,0,0,0,0,0,1,3.83,4
LAS,101,44068,Freshman Seminar,7,12,2,0,1,0,0,0,0,0,0,1,1,0,3.63,4
LAS,101,44069,Freshman Seminar,7,7,3,1,3,0,1,0,1,0,0,1,0,0,3.5,4
LAS,101,52007,Freshman Seminar,10,6,1,2,2,0,0,0,0,0,1,0,1,0,3.54,4
LAS,101,50164,Freshman Seminar,15,7,0,1,0,2,0,0,0,0,0,0,0,0,3.87,4
LAS,101,50165,Freshman Seminar,4,9,3,0,5,1,0,1,0,0,1,0,0,0,3.49,4
LAS,101,44095,Freshman Seminar,6,9,3,2,1,0,0,1,0,0,1,0,1,0,3.49,4
LAS,101,56598,Freshman Seminar,6,8,3,1,5,0,1,0,0,0,0,0,0,0,3.65,4
LAS,101,44083,Freshman Seminar,6,6,4,2,3,0,1,1,0,0,0,0,0,0,3.59,4
LAS,101,44084,Freshman Seminar,3,13,4,1,1,1,0,1,0,0,0,0,0,0,3.74,4
LAS,101,44086,Freshman Seminar,3,8,5,2,5,0,0,0,1,0,0,0,0,0,3.57,4
LAS,101,44110,Freshman Seminar,12,4,2,2,0,2,0,0,0,0,1,0,1,0,3.51,4
LAS,101,44087,Freshman Seminar,10,10,0,0,3,1,0,0,0,0,0,0,0,0,3.82,4
LAS,101,44127,Freshman Seminar,13,8,1,0,0,0,0,2,0,0,0,0,0,0,3.82,4
LAS,101,44075,Freshman Seminar,14,6,3,0,1,0,0,0,0,0,0,0,0,0,3.92,4
LAS,101,44076,Freshman Seminar,2,9,3,0,7,1,0,1,0,0,0,0,1,0,3.36,4
LAS,101,44126,Freshman Seminar,9,7,2,1,2,1,0,0,0,0,0,0,0,1,3.79,4
LAS,101,44070,Freshman Seminar,7,8,2,2,1,2,1,1,0,0,0,0,0,0,3.61,4
LAS,101,44071,Freshman Seminar,6,8,2,2,1,1,1,1,0,0,0,0,2,0,3.33,4
LAS,101,52008,Freshman Seminar,6,9,1,3,1,0,1,1,0,0,0,0,1,0,3.52,4
LAS,101,44097,Freshman Seminar,10,6,3,0,0,0,0,0,0,0,2,0,1,1,3.5,4
LAS,101,56599,Freshman Seminar,9,11,0,0,1,0,0,0,1,0,1,0,1,0,3.57,4
LAS,101,44088,Freshman Seminar,8,7,3,0,2,2,2,0,0,0,0,0,0,0,3.63,4
LAS,101,44089,Freshman Seminar,10,6,4,0,2,1,0,1,0,1,0,0,0,0,3.63,4
LAS,101,44090,Freshman Seminar,9,3,4,0,4,1,1,0,0,0,1,0,0,0,3.51,4
LAS,101,44073,Freshman Seminar,7,7,1,1,1,1,0,1,1,0,1,1,1,0,3.22,4
LAS,101,44117,Freshman Seminar,10,8,4,0,0,2,0,0,0,0,0,0,0,0,3.83,4
LAS,101,44129,Freshman Seminar,10,9,0,1,3,0,0,0,0,0,0,0,0,0,3.84,0
LAS,101,44072,Freshman Seminar,9,4,1,1,2,1,0,4,0,0,1,0,0,0,3.33,0
LAS,101,52009,Freshman Seminar,6,11,0,1,2,1,1,0,0,0,1,0,0,0,3.62,0
LAS,101,50169,Freshman Seminar,4,10,1,0,3,3,0,0,0,0,0,0,1,0,3.49,0
LAS,101,56596,Freshman Seminar,5,9,3,0,3,1,0,2,0,0,0,0,0,0,3.59,1
LAS,101,44118,Freshman Seminar,8,11,1,1,1,0,0,0,1,0,0,0,0,0,3.81,1
LAS,101,44099,Freshman Seminar,12,5,4,0,0,1,0,0,0,0,0,0,1,0,3.71,1
LAS,101,44100,Freshman Seminar,10,9,1,0,1,0,0,0,0,1,0,0,0,0,3.82,1
LAS,101,44091,Freshman Seminar,3,6,4,1,4,3,0,1,0,0,0,1,0,0,3.33,2
LAS,101,44104,Freshman Seminar,13,6,2,1,1,0,0,0,0,0,1,0,0,0,3.78,2
LAS,101,44105,Freshman Seminar,9,8,4,0,0,0,2,0,0,0,0,0,0,0,3.8,1
LAS,101,52005,Freshman Seminar,3,6,4,1,4,1,0,4,0,0,0,0,0,0,3.33,1
LAS,101,50170,Freshman Seminar,7,9,1,4,1,0,0,0,1,0,0,0,0,0,3.72,2
LAS,101,44093,Freshman Seminar,4,6,3,3,3,1,0,0,1,0,1,0,1,0,3.28,3
LAS,101,45399,Freshman Seminar,5,8,2,3,2,1,0,1,0,0,0,1,0,0,3.51,3
LAS,101,52006,Freshman Seminar,6,10,3,0,1,0,1,2,0,0,1,0,0,0,3.56,3
LAS,101,44094,Freshman Seminar,4,8,4,6,1,1,0,0,0,0,0,0,0,0,3.68,4
LAW,301,52233,Introduction to Law,78,61,42,27,13,13,2,2,2,0,0,0,2,0,3.66,3
LAW,501,65113,Professional Resp (Graduate),3,12,10,8,15,1,1,0,0,0,0,0,0,1,3.47,34
LAW,601,31936,Contracts,1,3,8,10,12,8,1,0,1,0,0,0,0,0,3.18,3
LAW,601,31939,Contracts,1,4,13,5,11,7,5,0,0,0,0,0,0,0,3.21,3
LAW,602,31944,Property,1,5,3,24,8,3,1,3,1,0,0,0,0,0,3.2,3
LAW,602,31948,Property,1,6,3,19,10,2,2,2,0,1,0,0,0,0,3.21,3
LAW,603,31941,Torts,0,5,4,10,15,9,4,0,0,1,0,0,0,0,3.08,3
LAW,603,31942,Torts,1,5,4,10,19,1,3,1,0,0,0,0,0,0,3.2,3
LAW,604,50695,Criminal Law,1,4,3,9,7,2,1,0,2,0,0,0,0,0,3.21,4
LAW,604,31950,Criminal Law,0,4,2,7,9,1,3,0,0,0,0,0,0,0,3.2,4
LAW,604,44060,Criminal Law,0,2,4,16,2,0,1,1,0,0,0,0,1,0,3.2,4
LAW,605,52173,Criminal Proc: Investigation,2,5,12,29,8,1,0,1,0,0,0,0,0,0,3.4,4
LAW,607,52191,Civil Procedure,1,4,1,9,10,0,1,2,0,0,0,0,0,0,3.21,4
LAW,607,50578,Civil Procedure,1,3,2,16,2,3,0,2,0,0,0,0,0,0,3.26,4
LAW,607,50581,Civil Procedure (Grad Only),1,11,5,6,2,2,1,2,0,0,0,0,0,0,3.47,4
LAW,609,35802,Legal Writing & Analysis,1,1,3,8,7,0,3,0,0,0,0,0,0,0,3.2,4
LAW,609,35803,Legal Writing & Analysis,2,3,1,8,7,2,0,2,0,0,0,0,0,0,3.23,4
LAW,609,35801,Legal Writing & Analysis,1,2,3,7,6,4,0,1,0,0,0,0,0,0,3.21,4
LAW,609,35800,Legal Writing & Analysis,0,2,4,8,5,1,2,1,0,0,0,0,0,0,3.2,4
LAW,609,67406,Legal Writing & Analysis,1,3,1,7,7,2,1,1,0,0,0,0,0,0,3.2,4
LAW,615,30838,Administrative Law,3,7,10,7,5,6,1,0,1,0,0,0,0,0,3.38,4
LAW,627,45588,Legal Research,0,3,3,12,6,1,2,1,0,0,0,0,0,0,3.23,4
LAW,627,45589,Legal Research,1,2,3,12,5,2,3,0,1,0,0,0,0,0,3.17,4
LAW,627,45590,Legal Research,0,3,3,3,4,4,3,3,1,1,0,0,0,0,2.87,4
LAW,627,59206,Legal Research,0,4,4,5,4,5,2,1,2,2,0,0,0,0,2.94,4
LAW,627,45591,Legal Research,1,2,2,12,6,0,0,3,1,0,0,0,0,0,3.15,4
LAW,629,43953,Bankruptcy,0,8,4,10,4,5,0,0,0,0,0,0,0,0,3.4,4
LAW,633,31955,Business Associations I,0,6,20,38,6,5,0,0,0,0,0,0,0,0,3.4,4
LAW,633,54983,Business Associations I,2,6,11,6,8,0,3,0,0,0,0,0,0,0,3.43,4
LAW,633,31957,Business Associations - Grad,0,3,20,14,8,3,0,0,0,0,0,0,0,0,3.42,4
LAW,647,31958,Income Taxation,4,11,17,24,14,6,0,0,0,0,0,0,0,0,3.43,4
LAW,656,30848,International Law,1,11,10,21,10,0,0,0,0,0,0,0,0,0,3.49,4
LAW,680,31969,Professional Responsibility,1,18,15,22,7,6,2,1,1,0,1,0,0,0,3.39,4
LAW,682,31960,Evidence,1,26,10,16,14,8,0,2,0,1,1,0,0,0,3.39,4
LAW,686,41129,Remedies,2,3,7,9,13,2,0,0,0,0,0,0,0,0,3.33,4
LAW,694,30855,Trial Advocacy,1,9,15,20,15,5,1,1,0,0,0,0,0,0,3.35,4
LAW,792,61751,Psychology & the Law,6,11,3,2,0,1,0,0,0,0,0,0,0,0,3.84,4
LAW,792,65116,First Amendment,0,8,1,12,11,1,0,0,0,0,0,0,0,0,3.37,4
LAW,792,65145,Real Estate Transactions,2,8,7,2,7,4,2,0,0,0,0,0,0,0,3.4,4
LAW,792,58453,Advanced Legal Research,1,7,5,14,8,3,0,0,0,0,0,0,0,0,3.39,4
LAW,792,61399,US Corporate Governance,1,14,13,1,0,0,0,0,0,0,0,0,0,0,3.83,4
LAW,794,50145,Doing Business in Japan,0,3,6,6,6,0,0,0,0,0,0,0,0,0,3.43,4
LAW,796,66769,Anti-Terrorism Law & Policy,0,3,7,7,7,4,0,0,0,0,0,0,0,0,3.31,4
LER,100,54104,Introduction to Labor Studies,1,6,2,1,3,2,1,2,2,0,0,0,2,2,2.85,4
LER,100,54106,Introduction to Labor Studies,0,3,4,1,3,1,1,1,3,0,0,2,6,0,2.09,2
LER,100,54108,Introduction to Labor Studies,1,6,1,1,4,0,1,1,0,0,0,0,7,1,2.33,2
LER,100,54109,Introduction to Labor Studies,0,4,3,1,5,1,2,4,1,0,0,0,2,0,2.71,3
LER,100,54110,Introduction to Labor Studies,0,2,1,2,3,1,1,3,2,0,1,1,10,0,1.61,1
LER,110,54117,Labor and Social Movements,0,1,2,1,6,1,2,2,1,0,0,0,5,2,2.17,2
LER,110,54118,Labor and Social Movements,0,2,2,1,3,3,3,1,3,0,0,0,11,2,1.71,1
LER,110,54119,Labor and Social Movements,0,4,2,0,0,2,1,2,1,0,1,4,8,0,1.61,1
LER,120,54744,Contemporary Labor Problems,0,2,2,1,1,1,1,0,1,2,1,2,8,2,1.52,1
LER,120,57327,Contemporary Labor Problems,1,4,3,1,3,2,1,1,0,1,0,0,4,0,2.59,3
LER,522,54197,Government Regulation,1,28,1,1,0,0,1,0,0,0,0,0,0,0,3.92,4
LER,523,56036,Org Fundamentals for HR,1,15,7,2,1,0,0,0,0,0,0,0,0,0,3.82,4
LER,543,54237,Workplace Dispute Resolution,2,18,10,9,2,0,2,0,0,0,0,0,1,0,3.56,4
LER,545,54224,Economics of Human Resources,0,18,11,7,5,2,0,0,0,1,0,0,0,0,3.58,4
LER,561,54198,Compensation Systems,0,24,1,3,1,0,0,0,0,0,0,0,0,0,3.88,4
LER,562,54215,HR Planning and Staffing,0,12,3,8,4,0,0,1,0,0,0,0,0,0,3.56,4
LER,564,54251,HR Training and Development,0,25,1,2,0,0,0,0,0,0,0,0,0,0,3.94,1
LER,565,54217,HR Management and Strategy,6,25,7,5,0,0,0,0,0,0,0,0,0,0,3.87,0
LER,566,54253,International HR Management,0,7,18,2,0,1,0,0,0,0,0,0,0,0,3.69,0
LER,568,54223,Firm Performance and HR,0,5,5,5,8,5,0,0,0,0,0,0,0,0,3.3,0
LER,569,54252,Power & Influence in HRM,0,34,3,0,2,0,0,0,0,0,0,0,0,0,3.92,0
LER,590,54234,Collect Bargain Sports & Enter,1,29,2,0,0,0,1,0,0,0,0,0,0,0,3.93,1
LER,590,59058,Change Management in HR Orgs,10,20,12,3,1,0,0,0,0,0,0,0,0,0,3.85,1
LER,590,56034,Employee Benefits,0,27,0,0,1,0,0,0,0,0,0,0,0,0,3.96,1
LER,590,58258,Executive Compensation,0,9,6,12,2,0,0,0,0,0,0,0,0,0,3.59,1
LER,590,58259,Labor & Emp Relations in China,0,9,10,4,1,0,0,0,0,0,0,0,0,0,3.71,1
LER,590,66569,Workforce Policies & Partnersh,0,9,3,8,15,3,0,0,0,0,0,0,0,0,3.33,2
LER,591,54232,Employment Relations Systems,0,20,20,3,1,0,0,0,0,0,0,0,0,0,3.78,2
LER,591,54233,Employment Relations Systems,0,23,16,3,0,0,0,0,0,0,0,0,0,0,3.83,2
LER,591,65544,Employment Relations Systems,2,11,5,3,1,0,0,0,0,0,0,0,0,0,3.79,2
LER,593,54239,Quantitative Methods in LER,14,8,6,6,2,1,1,1,0,0,0,0,0,0,3.67,2
LER,593,54242,Quantitative Methods in LER,18,7,3,1,4,2,2,0,0,0,0,0,0,0,3.68,3
LING,100,31999,Intro to Language Science,3,5,9,5,2,3,1,1,2,0,0,0,0,0,3.33,3
LING,100,32001,Intro to Language Science,0,1,9,5,6,4,1,0,1,0,0,0,0,0,3.2,3
LING,100,32004,Intro to Language Science,0,3,7,5,3,2,4,1,1,0,0,0,1,0,3.02,3
LING,100,32009,Intro to Language Science,0,5,8,5,4,5,1,5,0,0,1,0,0,0,3.08,3
LING,100,64514,Intro to Language Science,1,5,5,4,5,3,3,0,0,0,0,1,0,0,3.2,4
LING,111,45355,Language in Globalization,25,40,19,18,16,3,4,3,2,0,0,0,0,0,3.57,4
LING,115,64859,Language and Culture in India,0,21,7,5,2,3,0,0,0,0,0,0,0,0,3.69,4
LING,210,32019,Language History,0,15,4,3,2,0,0,2,0,0,0,0,0,0,3.64,4
LING,250,32049,Language Diversity in the USA,7,15,1,2,1,1,2,3,2,0,0,0,0,0,3.47,1
LING,301,50500,Elements of Syntax,0,9,10,1,4,1,3,2,0,1,0,1,1,0,3.14,1
LING,302,66118,Elements of Phonology,1,16,2,1,3,0,0,2,0,0,0,0,0,0,3.67,1
LING,307,30893,Elmnts Semantics & Pragmatics,2,7,7,3,5,3,2,3,0,0,1,1,2,0,2.97,1
LING,401,30894,Intro to General Phonetics,3,17,1,1,9,1,1,3,0,0,0,3,0,0,3.27,1
LING,402,43108,Tools & Tech Spch & Lang Proc,5,11,4,1,2,2,1,1,2,0,0,0,0,0,3.48,2
LING,426,62784,Child & Adult Lang Acquisition,4,4,1,3,2,0,1,1,1,1,2,0,3,0,2.72,3
LING,490,56284,Special Topics in Linguistics,11,14,0,0,0,0,0,1,0,0,0,0,0,0,3.9,4
LIS,351,30920,Design Info Interfaces,0,15,2,2,5,1,0,0,0,0,0,0,0,0,3.67,4
LIS,446,66778,Fantasy Lit/Media for Youth,0,16,8,1,0,0,0,0,0,0,0,0,0,0,3.85,0
LIS,452,30870,Foundations Info Processing,0,21,3,2,2,2,0,0,0,0,0,0,0,0,3.8,0
LIS,490,54501,Introduction to Databases,0,9,9,1,1,3,0,0,1,0,0,0,0,0,3.54,0
LIS,490,60123,Introduction to Databases,8,7,3,1,1,0,0,0,0,0,0,0,2,0,3.52,0
LIS,490,65567,Intro to Data Science,13,9,8,0,1,3,0,0,0,0,0,0,0,0,3.78,0
LIS,501,49541,Info Org and Access,0,17,1,3,1,0,0,0,0,0,0,0,0,0,3.85,0
LIS,501,49542,Info Org and Access,0,21,0,0,0,0,0,1,0,0,0,0,0,0,3.91,4
LIS,501,41624,Info Org and Access,0,39,5,1,0,0,0,0,0,0,0,0,0,0,3.95,4
LIS,502,66755,Libraries Info and Society,11,11,0,0,0,0,0,1,0,0,0,0,0,0,3.93,4
LIS,504,32167,Reference and Info Services,3,13,6,0,1,0,0,0,0,0,0,0,0,0,3.87,2
LIS,504,41649,Reference and Info Services,0,25,0,0,0,1,0,0,0,0,0,0,0,0,3.95,2
LIS,505,41652,Adm Mgt of Libs Info Centers,4,12,4,1,1,0,0,0,0,0,0,0,0,0,3.86,2
LIS,506,32200,Youth Services Librarianship,1,20,3,0,1,0,0,0,0,0,0,0,0,0,3.92,0
LIS,506,41653,Youth Services Librarianship,4,18,2,1,0,0,0,0,0,0,0,0,0,0,3.95,4
LIS,531,65543,Foundations of Data Curation,0,9,11,2,0,0,0,1,0,1,0,0,0,0,3.6,4
LIS,543,66409,Sociotechnical Info Sys,0,5,11,4,1,1,0,0,0,0,0,0,0,0,3.61,4
LIS,561,63412,Information Modeling,0,14,15,0,9,0,0,0,0,0,0,0,0,0,3.63,4
LIS,567,65236,Academic Librarianship,7,11,1,1,2,0,2,0,0,0,0,0,0,0,3.74,4
LIS,569,61840,Financial Management,5,6,4,4,2,0,0,1,0,0,0,0,0,0,3.64,4
LIS,581,41447,Adm and Use Archival Materials,2,15,5,1,0,0,0,0,0,0,0,0,0,0,3.9,1
